"","x"
"158",-0.919220444291008
"159",-1.74821605714155
"160",-1.19534613396859
"161",-0.893247294952694
"162",0.991212715141259
"163",-6.10110346971794
"164",5.69844511012694
"165",-0.634003616138911
"166",-2.59657064167293
"167",-0.294261518710843
"168",9.73354869902044
"169",-5.62566977488347
"170",1.20115181795598
"171",-9.15672532189847
"172",-3.04988517711349
"173",-8.49153592501621
"174",0.253022975010551
"175",-3.17159924186689
"176",-5.22894266769757
"177",-3.44059955539953
"178",-3.03073798720801
"179",-2.05944565462209
"180",-0.387541358942882
"181",-4.30484300220753
"182",-0.569622908108596
"183",-1.19809008117851
"184",-0.964466587070044
"185",0.538165308716278
"186",-2.86079339220397
"187",-0.118799504699986
"188",0.800319873641465
"189",3.85905168219207
"190",-2.01392100500887
"191",1.4230044856882
"192",0.569064416196392
"193",-2.69367899626832
"194",-1.21112137798375
"195",0.254422508234341
"196",0.589134109658533
"197",-3.78156212289177
"198",-1.47946325187128
"199",-1.35370538145865
"200",-1.2029451342417
"201",-4.81369590265508
"202",-1.64610177632434
"203",-1.46754993986006
"204",-0.761398556396126
"205",1.99262340778256
"206",0.688878749229741
"207",0.842621650951667
"208",4.95002571398062
"209",-8.43725554612573
"210",-8.34884142714586
"211",-5.05359153689184
"212",-1.0747312368028
"213",-0.267749417585203
"214",-3.48968624264533
"215",-3.11992783046628
"216",-1.92921115203179
"217",-2.57134062672709
"218",-2.09550353444854
"219",-1.35407417029561
"220",1.73313376468767
"221",0.653302679662883
"222",-3.71839910954069
"223",0.403360975891899
"224",-2.19028743938993
"225",-2.50804554943967
"226",0.0122508667622565
"227",-2.60144166507431
"228",-7.96759632945949
"229",-3.15320553630477
"230",1.21217322863412
"231",-0.565266632030198
"232",-7.82569109541405
"233",-6.80277480576996
"234",-4.78533832953767
"235",-4.46762765643673
"236",1.33582894955809
"237",0.476875557556354
"238",-2.00646843209591
"239",-2.93001776814757
"240",3.85031253779213
"241",-1.22909839656997
"242",-1.95205020977929
"243",0.926714932060911
"244",-0.425414140516194
"245",-0.650153021966678
"246",-2.07215136165515
"247",-1.42765206349438
"248",-0.920353298188121
