"","x"
"147",-3.60288447626961
"148",-2.4327980491403
"149",3.22529384919204
"150",3.22529384919204
"151",-2.4327980491403
"152",-3.84839888930859
"153",3.22529384919204
"154",-3.84839888930859
"155",-7.234177271281
"156",-8.17262424893674
"157",3.17600891489267
"158",-3.60288447626961
"159",-6.15532302697759
"160",10.2160539159562
"161",10.2160539159562
"162",9.13199293965523
"163",-2.4327980491403
"164",5.93976465681047
"165",-8.17262424893674
"166",-6.31581119894842
"167",10.2160539159562
"168",3.17600891489267
"169",-2.4327980491403
"170",9.13199293965523
"171",-3.84839888930859
"172",2.85130402692936
"173",-3.84839888930859
"174",-3.60288447626961
"175",2.85130402692936
"176",-2.4327980491403
"177",2.85130402692936
"178",-6.31581119894842
"179",-8.17262424893674
"180",-1.15537480872371
"181",-2.4327980491403
"182",-1.15537480872371
"183",-8.17262424893674
"184",10.2160539159562
"185",-2.06633511590055
"186",-2.4327980491403
"187",4.80011386378256
"188",9.13199293965523
"189",-0.568307590986859
"190",-3.60288447626961
"191",3.17600891489267
"192",3.22529384919204
"193",-2.4327980491403
"194",-8.17262424893674
"195",-6.15532302697759
"196",10.2160539159562
"197",-1.7204528023832
"198",-2.4327980491403
"199",-8.17262424893674
"200",10.2160539159562
"201",-2.4327980491403
"202",-8.17262424893674
"203",-1.7204528023832
"204",10.2160539159562
"205",-0.568307590986859
"206",9.13199293965523
"207",3.22529384919204
"208",5.93976465681047
"209",-3.84839888930859
"210",-3.84839888930859
"211",-1.7204528023832
"212",10.2160539159562
"213",-3.60288447626961
"214",-6.31581119894842
"215",-2.4327980491403
"216",-6.15532302697759
"217",-2.4327980491403
"218",-3.60288447626961
"219",-8.17262424893674
"220",3.22529384919204
"221",-2.4327980491403
"222",-2.4327980491403
"223",-1.15537480872371
"224",-6.31581119894842
"225",-7.234177271281
"226",9.13199293965523
"227",-7.234177271281
"228",-3.84839888930859
"229",4.80011386378256
"230",3.22529384919204
"231",10.2160539159562
"232",-3.84839888930859
"233",-3.84839888930859
"234",-2.4327980491403
"235",-1.7204528023832
"236",3.22529384919204
"237",-3.60288447626961
"238",-6.31581119894842
"239",-8.17262424893674
"240",4.80011386378256
"241",3.22529384919204
"242",-7.234177271281
"243",9.13199293965523
"244",9.13199293965523
"245",-6.15532302697759
"246",-1.7204528023832
"247",-0.568307590986859
"248",-6.15532302697759
